# Словарь ChatTranslator. Данные: OpenRussian.org (https://en.openrussian.org),
# https://github.com/Badestrand/russian-dictionary — лицензия CC BY-SA 4.0
# (https://creativecommons.org/licenses/by-sa/4.0/). Изменения: отобраны частые
# слова (по wordfreq), оставлен один перевод, убраны ударения и неоднозначные
# формы, для игровых слов выбрано игровое значение. Этот файл распространяется
# на тех же условиях CC BY-SA 4.0. Собран скриптом tools/build_dictionary.py.
abacus	счёты
graduates	выпускники
graduation	окончание
graduations	окончания
graft	побег
grafting	наращивание
graftings	наращивания
grafts	побеги
grain	зерно
grain-crops	зерновой
grain-producing	хлебный
grains	зёрна
gram	грамм
grammar	грамматика
grammars	грамматики
grammatical	грамотный
grammatically	грамотно
grams	граммы
granaries	амбары
granary	амбар
grand	великий
grand-dad	дедушка
grandad	дедушка
grandads	дедушки
grandchild	внук
grandchildren	внуки
granddaughter	внучка
granddaughters	внучки
grandeur	величие
grandeurs	величия
grandfather	дед
grandfathers	деды
grandiose	грандиозный
grandma	бабушка
grandmas	бабушки
grandmother	бабушка
grandmothers	бабушки
grandpa	дедушка
grandpas	дедушки
grands	куски
grandson	внук
grandsons	внуки
granite	гранит
granites	граниты
grannies	бабушки
granny	бабушка
grant-in-aid	пособие
grape-sugar	глюкоза
grapes	виноград
graph	диаграмма
graphic	изобразительный
graphically	наглядно
graphs	диаграммы
grass	трава
grass-plot	газон
grasses	травы
grassy	травяной
grateful	благодарный
grater	тёрка
graters	тёрки
gratification	удовлетворение
gratifications	удовлетворения
grating	решётка
gratings	решётки
gratis	безвозмездно
gratitude	благодарность
gratitudes	признательности
gratuities	пособия
gratuitous	бесплатный
gratuity	пособие
grave	могила
gravel	песок
gravels	пески
graves	могилы
graveyard	кладбище
graveyards	кладбища
gravies	соусы
gravitation	гравитация
gravitations	гравитации
gravities	тяжести
gravity	тяжесть
gravy	соус
grease	жир
grease-paint	грим
greases	жиры
greasy	жирный
great	отлично
great-grandfather	прадед
greater	больше
greatly	очень
greatness	величие
greatnesses	величия
greece	Греция
greed	жадность
greeds	алчности
greedy	жадный
greek	грек
greeks	греки
green	зелёный
greeneries	зелени
greenery	зелень
greenhouse	теплица
greenhouses	теплицы
greenish	зеленоватый
greens	зелёные
greeting	приветствие
greetings	приветствия
grenade	граната
grenades	гранаты
grey	серый
grey-haired	седой
grid	сетка
grids	сетки
grief	печаль
griefs	печали
grievous	печальный
griffin	гриф
grille	решётка
grilles	решётки
grim	мрачно
grit	строение
grits	строения
groin	пах
groom	конюх
grooms	конюхи
groove	паз
gross	валовой
grosses	гроссы
grotto	грот
grottos	гроты
ground	земля
group	группа
grouping	группировка
groupings	группировки
groups	группы
grove	роща
groves	рощи
grown-up	большой
growth	рост
growths	роста
grub	личинка
grubs	личинки
guarantor	гарант
guarantors	гаранты
guardian	опекун
guardians	опекуны
guardianses	опеки
guardianship	опека
guardianships	опеки
guardsman	гвардеец
guardsmen	гвардейцы
guerilla	партизан
guerillas	партизаны
guess-work	догадка
guest	гость
guests	гости
guidance	руководство
guidances	руководства
guide	руководство
guide-bar	правило
guide-book	путеводитель
guides	руководства
guild	цех
guilds	цеха
guile	хитрость
guiles	хитрости
guilt	вина
guilts	вины
guilty	виноватый
guitar	гитара
guitarist	гитарист
guitarists	гитаристы
guitars	гитары
gulf	залив
gulfs	заливы
